tag_name,release_name,published_at,target_commitish,html_url,draft,prerelease
v3.1.0,Grafana v3.1.0,2016-07-12T11:34:42Z,main,https://github.com/grafana/grafana/releases/tag/v3.1.0,False,False
v3.1.0-beta1,Grafana v3.1.0 beta1,2016-06-23T15:48:25Z,main,https://github.com/grafana/grafana/releases/tag/v3.1.0-beta1,False,False
v3.0.4,Grafana v3.0.4,2016-05-25T09:56:38Z,main,https://github.com/grafana/grafana/releases/tag/v3.0.4,False,False
v3.0.3,Grafana v3.0.3,2016-05-23T10:06:06Z,main,https://github.com/grafana/grafana/releases/tag/v3.0.3,False,False
v3.0.1,Grafana v3.0.1 Stable,2016-05-11T08:58:47Z,main,https://github.com/grafana/grafana/releases/tag/v3.0.1,False,False
v3.0.0-beta7,Grafana v3.0.0-beta7,2016-05-02T08:15:56Z,main,https://github.com/grafana/grafana/releases/tag/v3.0.0-beta7,False,False
v3.0.0-beta6,Grafana v3.0.0-beta6,2016-04-29T09:36:37Z,main,https://github.com/grafana/grafana/releases/tag/v3.0.0-beta6,False,False
v3.0-beta5,Grafana v3.0.0-beta5,2016-04-15T13:34:32Z,master,https://github.com/grafana/grafana/releases/tag/v3.0-beta5,False,False
v3.0-beta3,Grafana v3.0.0-beta3,2016-04-12T14:01:30Z,master,https://github.com/grafana/grafana/releases/tag/v3.0-beta3,False,False
v3.0-beta2,Grafana v3.0.0-beta2,2016-04-04T22:12:46Z,main,https://github.com/grafana/grafana/releases/tag/v3.0-beta2,False,False
v3.0-beta1,Grafana v3.0.0-beta1,2016-04-04T18:54:33Z,main,https://github.com/grafana/grafana/releases/tag/v3.0-beta1,False,False
v2.6.0,Grafana v2.6.0,2015-12-14T16:07:05Z,main,https://github.com/grafana/grafana/releases/tag/v2.6.0,False,False
v2.6.0-beta1,Grafana v2.6.0-beta1,2015-12-04T15:28:02Z,main,https://github.com/grafana/grafana/releases/tag/v2.6.0-beta1,False,False
v2.5.0,Grafana v2.5.0,2015-10-28T15:56:47Z,main,https://github.com/grafana/grafana/releases/tag/v2.5.0,False,False
v2.1.2,Grafana v2.1.2,2015-08-20T13:56:53Z,main,https://github.com/grafana/grafana/releases/tag/v2.1.2,False,False
v2.1.1,Grafana v2.1.1,2015-08-11T09:17:16Z,main,https://github.com/grafana/grafana/releases/tag/v2.1.1,False,False
v2.1.0,Grafana v2.1.0,2015-08-04T15:11:23Z,main,https://github.com/grafana/grafana/releases/tag/v2.1.0,False,False
