tag_name,release_name,published_at,target_commitish,html_url,draft,prerelease
0.5.3,v0.5.3,2024-03-26T07:37:28Z,bf98a627b9c54f4fd10610fdeba945ac2abb1ac0,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.5.3,False,False
0.5.2,v0.5.2,2024-03-14T08:24:31Z,aecea10fd2a26fb9ce631c19ca82c7754ba514f2,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.5.2,False,False
0.5.1,v0.5.1,2024-03-11T11:46:18Z,c48001bd745fb2917f7f403d6675ac668acc6cf3,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.5.1,False,False
0.5.0,v0.5.0,2024-02-26T08:15:28Z,3454af1caafd8d660f38779b63cd870ec684455b,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.5.0,False,False
0.4.9,v0.4.9,2024-02-18T08:48:40Z,b2e55c4e2e7c9c07e229c26689d697fe583940c2,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.4.9,False,False
0.4.8,v0.4.8,2024-02-14T01:39:19Z,e81a2ff5776612dd16fc5f6a4eb800a5f06687de,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.4.8,False,False
0.4.6,v0.4.6,2024-02-03T11:46:18Z,274742e334f620804e122ef1d9529b0b17280fea,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.4.6,False,False
0.4.5,v0.4.5,2024-02-02T03:09:06Z,458d3f971bf2bb17ba92a3f5ece9e86061412331,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.4.5,False,False
0.4.4,v0.4.4,2024-02-01T09:38:20Z,ce261c9128bbd92f8d458dd2b37526e6e7706f29,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.4.4,False,False
0.4.3,v0.4.3,2024-01-16T21:56:17Z,65f1db776b04788df090ff8b548f52f35bcf8b71,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.4.3,False,False
0.4.2,v0.4.2,2024-01-15T13:07:11Z,595f1f6ef809c4768c08411429464fc0fa9eae30,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.4.2,False,False
0.4.1,v0.4.1,2024-01-04T00:03:08Z,eac878d56308381901c449fbf2192a56d18a3b4e,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.4.1,False,False
0.4.0,v0.4.0,2023-12-31T03:55:53Z,857f645131b3e5d0f6554a4cf8cea33ebb3db4c3,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.4.0,False,False
0.3.9.1,v0.3.9.1,2023-12-07T01:36:48Z,4405b597cd00c218ff893f68f7734937b8942129,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.3.9.1,False,False
0.3.9,v0.3.9,2023-12-06T05:50:35Z,fe5ce75ea8ce0fd3df017daa830e4c104bad9388,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.3.9,False,False
0.3.8,v0.3.8,2023-11-14T03:41:44Z,e788c716027c49f7cd5deffdf099318e607a1546,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.3.8,False,False
0.3.7,v0.3.7,2023-10-31T01:50:00Z,59dff54edbe80ee706d287f2c0850541dbab87e5,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.3.7,False,False
0.3.6,v0.3.6,2023-10-17T06:49:38Z,966547faa0d9d51004ec2b7cb649227a60c11816,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.3.6,False,False
0.3.5,v0.3.5,2023-10-10T04:45:30Z,ffdf5d24a047fc99a790800e02f89737db489b12,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.3.5,False,False
0.3.4,v0.3.4,2023-10-02T12:49:43Z,8d9d0e9358454a529dbc39346271c3b4c836f0e1,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.3.4,False,False
0.3.3,v0.3.3,2023-09-26T08:58:06Z,d36a8464257c5a3376c2d7b76c557579395c7116,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.3.3,False,False
